KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
itmAdvLightArmor,"An improvement over the standard Light Armor suit, the Improved Light Armor provides more protection and higher mobility over the more restrictive Medium Armor at the cost of modularity.\n\n[c][00FF00]An Armor Locker is required to equip or modify your suit.",,"Une amélioration par rapport à l'armure légère standard, l'armure légère améliorée offre plus de protection et une plus grande mobilité par rapport à l'armure moyenne plus restrictive au détriment de la modularité.\n\n[c][00FF00]Un casier d'armure est nécessaire pour équiper ou modifier votre Combinaison.",,,,,,,,,,,,,,
itmAdvMediumArmor,"An improvement over the standard Medium Armor suit, the Reinforced Medium Armor provides more protection and higher mobility over its regular counterpart and even exceeds Heavy Armor in overall functionality\n\n[c][00FF00]An Armor Locker is required to equip or modify your suit.",,"Une amélioration par rapport à la combinaison standard à armure moyenne, l'armure moyenne renforcée offre plus de protection et une plus grande mobilité par rapport à son homologue ordinaire et dépasse même l'armure lourde dans la fonctionnalité globale\n\n[c][00FF00]Un casier d'armure est nécessaire pour équiper ou modifier votre combinaison.",,,,,,,,,,,,,,
itmAdvHeavyArmor,"An improvement over the standard Heavy Armor suit, the Advanced Heavy Armor is unparalleled in protection both from hostile threats and from the environment.\n\n[c][00FF00]An Armor Locker is required to equip or modify your suit.",,"Améliorée par rapport à la combinaison d'armure lourde standard, l'armure lourde avancée offre une protection inégalée contre les menaces hostiles et l'environnement.\n\n[c][00FF00]Un casier d'armure est nécessaire pour équiper ou modifier votre combinaison.",,,,,,,,,,,,,,
bkiWeaponSVRailgun,A vehicle-mounted kinetic weapon that uses electromagnetically charged rails to propel a heavy metal slug at high-velocity towards a target.\n[c][FF0000]Low damage vs Energy Shields,,Une arme cinétique montée sur un véhicule qui utilise des rails chargés électromagnétiquement pour propulser une lourde balle métallique à grande vitesse vers une cible.[c][FF0000]Faibles dommages contre les boucliers énergétiques,,,,,,,,,,,,,,
bkiWeaponSVGatling,A vehicle-mounted rotary chaingun that can fire medium-caliber rounds in rapid succession for anti-aircraft and anti-personnel combat.\n[c][00BB00]Reduced damage vs Turrets and Armor[-][/c]\n[c][FF0000]Low damage vs Energy Shields,,Un chaingun rotatif monté sur véhicule qui peut tirer des obus de moyen calibre en succession rapide pour le combat anti-aérien et antipersonnel.\n[c][00BB00]Dégâts réduits contre les tourelles et les blindés[-][/c]\n[ c][FF0000]Faible dégâts vs Boucliers énergétiques,,,,,,,,,,,,,,
bkiWeaponSVLaser,"A fixed-mounting Directed Energy Weapon that uses a multi-phase cascade laser array to fire collimated hard light beams at a target at a high rate of fire, dealing high thermal damage.\n[c][00FF00]High Damage vs Energy Shields",,"Arme à énergie dirigée à montage fixe qui utilise un réseau laser en cascade multiphasé pour tirer des faisceaux lumineux collimatés sur une cible à une cadence de tir élevée, infligeant des dégâts thermiques élevés.\n[c][00FF00]Dégâts élevés contre boucliers énergétiques",,,,,,,,,,,,,,
bkiWeaponSVPlasmaCannon,A vehicle-mounted explosive energy weapon that uses a cascade laser array to superheat Erestrum plasma suspended in a magnetic field and launch it at a designated target.\n[c][FFBB00]Medium Damage vs Energy Shields,,Une arme à énergie explosive montée sur véhicule qui utilise un réseau laser en cascade pour surchauffer le plasma d'Erestrum suspendu dans un champ magnétique et le lancer sur une cible désignée.\n[c][FFBB00]Dégâts moyens contre boucliers énergétiques,,,,,,,,,,,,,,
bkiWeaponSVRocketLauncher,"A vehicle-mounted, dumbfire rocket launcher designed for Air-to-Ground bombardment of enemy facilities, turrets, Supply lines and troops.\n[c][FF0000]Low Damage vs Energy Shields",,"Un lance-roquettes monté sur véhicule et conçu pour le bombardement air-sol des installations ennemies, des tourelles, des lignes de ravitaillement et des troupes.\n[c][FF0000]Low Damage vs Energy Shields",,,,,,,,,,,,,,
bkiWeaponSVRocketHoming,"A spacecraft-mounted, homing missile launcher designed for Space-to-Space combat in high-speed combat engagements.\n[c][00FF00]Missiles will track the exact location your crosshairs were pointing at when the weapon is fired.[-][/c]\n[c][FF0000]Low Damage vs Energy Shields",,Un lanceur de missiles à tête chercheuse monté sur un vaisseau spatial conçu pour le combat espace-espace dans des engagements de combat à grande vitesse.\n[c][00FF00]Les missiles suivront l'emplacement exact vers lequel votre réticule pointait lorsque l'arme est tirée.[-][/c]\n[c][FF0000]Faible dégâts contre boucliers énergétiques,,,,,,,,,,,,,,
itmLaserPistolT3,An improved Laser Blaster developed by the Zirax after examining UCH weapons retrieved from the Titan's Wreckage.\n[c][00BB00]Can fire Concussive Shockwaves with RMB[-][/c]\n[c][FF0000]The technology to repair this weapon does not exist yet.,,Un Laser Blaster amélioré développé par le Zirax après avoir examiné les armes UCH récupérées dans l'épave du Titan.\n[c][FF0000]La technologie pour réparer cette arme n'existe pas encore.,,,,,,,,,,,,,,
LaserPistolT3,[c][FF7B00]DC-17 Heavy Laser Pistol[-][/c],,[c][FF7B00]Pistolet laser lourd DC-17[-][/c],,,,,,,,,,,,,,
cpgShield,Defense,,Défense,,,,,,,,,,,,,,
cpgTurretSpace,Turrets (Space only),,Armes (espace uniquement),,,,,,,,,,,,,,
cpgDetector,Scanning,,Détection,,,,,,,,,,,,,,
bkiBlockSmallSteel,Steel Armor blocks made of welded Foamsteel plates that provide average protection from environmental and weapon damage.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][/c] +10%,,Blocs d'armure en acier fabriqués à partir de plaques d'acier mousse soudées qui offrent une protection moyenne contre les dommages causés par l'environnement et les armes.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c]\n[c][FFFFFF][b]Résistance aux explosions :[/b][/c] +10%,,,,,,,,,,,,,,
bkiBlockSmallHardenedSteel,Titanium-plated blocks of foamsteel that provide good protection from environmental and weapon damage.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][/c] +20%,,Blocs de mousse d'acier plaqués titane qui offrent une bonne protection contre les dommages causés par l'environnement et les armes.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c]\n[c][FFFFFF][b]Explosion Résistance :[/b][/c] +20%,,,,,,,,,,,,,,
bkiBlockSmallCombatSteel,Sathium-reinforced blocks around a foamsteel core that provide excellent protection from environmental and weapon damage.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][/c] +30%,,Blocs renforcés de sathium autour d'un noyau en mousse d'acier qui offrent une excellente protection contre les dommages causés par l'environnement et les armes.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c]\n[c][FFFFFF][b]Résistance aux explosions :[/b][/c] +30%,,,,,,,,,,,,,,
bkiBlockPlastic,Basalt Fiber Composite blocks that are a common material used in aerospace construction to provide structural support.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][/c] +30%\n[b][c][66CCFF]Structural Integrity:[/b][-][/c] 14\n[c][FF0000]Caution: Fragile Material[/c],,Les blocs composites en fibre de basalte sont un matériau couramment utilisé dans l'aérospatiale pour fournir un support structurel.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c]\n[c][FFFFFF][b] Résistance aux explosions :[/b][/c] +30%\n[b][c][66CCFF]Intégrité structurelle:[/b][-][/c] 14\n[c][FF0000]Attention : Matériau fragile[/c],,,,,,,,,,,,,,
bkiBlockLargeSteel,Steel Armor blocks made of welded Foamsteel plates that provide average protection from environmental and weapon damage.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][-][/c] +5%\n[b][c][66CCFF]Structural Integrity:[/b][-][/c] 12,,Blocs d'armure en acier fabriqués à partir de plaques d'acier mousse soudées qui offrent une protection moyenne contre les dommages causés par l'environnement et les armes.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c]\n[c][FFFFFF][b]Résistance aux explosions :[/b][/c] +5%\n[b][c][66CCFF]Intégrité structurelle:[/b][-][/c] 12,,,,,,,,,,,,,,
bkiBlockLargeHardenedSteel,Titanium-plated blocks of foamsteel that provide good protection from environmental and weapon damage.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][/c] +10%\n[b][c][66CCFF]Structural Integrity:[/b][-][/c] 13,,Blocs de mousse d'acier plaqués titane qui offrent une bonne protection contre les dommages causés par l'environnement et les armes.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c]\n[c][FFFFFF][b]Explosion Résistance :[/b][/c] +10%\n[b][c][66CCFF]Intégrité structurelle:[/b][-][/c] 13,,,,,,,,,,,,,,
bkiBlockLargeCombatSteel,Sathium-reinforced blocks around a foamsteel core that provide excellent protection from environmental and weapon damage.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][/c] +20%\n[b][c][66CCFF]Structural Integrity:[/b][-][/c] 14,,Blocs renforcés de sathium autour d'un noyau en mousse d'acier qui offrent une excellente protection contre les dommages causés par l'environnement et les armes.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c]\n[c][FFFFFF][b]Résistance aux explosions :[/b][/c] +20%\n[b][c][66CCFF]Intégrité structurelle:[/b][-][/c] 14,,,,,,,,,,,,,,
bkiBlockWood,Wooden composite hardboard with the appearance of solid hardwood that's been treated to resist weathering and atmospheric pressure.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[b][c][66CCFF]Structural Integrity:[/b][-][/c] 14\n[c][FF0000]Caution: Fragile Material[/c],,Panneau dur composite en bois avec l'apparence du bois dur massif qui a été traité pour résister aux intempéries et à la pression atmosphérique.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c]\n[b][c][66CCFF]Intégrité structurelle:[/b][-][/c] 14\n[c][FF0000]Attention : Matière fragile[/c],,,,,,,,,,,,,,
bkiBlockConcrete,Solid cement aggregate blocks that are dense enough to resist the rigors of complex construction projects and the impacts of non-penetrating explosive and thermal weapons.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][/c] +33%\n[b][c][66CCFF]Structural Integrity:[/b][-][/c] 12,,Blocs d'agrégats de ciment solides suffisamment denses pour résister aux rigueurs des projets de construction complexes et aux impacts des armes explosives et thermiques non pénétrantes.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c] \n[c][FFFFFF][b]Résistance aux explosions :[/b][/c] +33%\n[b][c][66CCFF]Intégrité structurelle:[/b][-][/c] 12,,,,,,,,,,,,,,
bkiBlockArmoredConcrete,Solid cement aggregate blocks reinforced with an inner mesh of steel plates that will resist impacts of non-penetrating explosive and thermal weapons.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][/c] +50%\n[b][c][66CCFF]Structural Integrity:[/b][-][/c] 13,,Blocs d'agrégats de ciment solides renforcés d'un maillage interne de plaques d'acier qui résisteront aux impacts d'armes explosives et thermiques non pénétrantes.\n[c][00FF00]Appuyez sur clic droit pour voir toutes les formes de blocs[-][/c]\n[ c][FFFFFF][b]Résistance aux explosions :[/b][/c] +50%\n[b][c][66CCFF]Intégrité structurelle:[/b][-][/c] 13,,,,,,,,,,,,,,
bkiBlockXenosteel,"Organo-synthetic mesh laid over steel, titanium and sathium reinforcement that provide superior strength at a lower mass, but lacks resistance against thermal weapons.\n[c][00FF00]Press RMB to see all block shapes[-][/c]\n[c][FFFFFF][b]Blast Resistance:[/b][/c] +10%\n[b][c][66CCFF]Structural Integrity:[/b][-][/c] 14",,"Des mailles organo-synthétiques posées sur des renforts en acier, titane et sathium qui fournissent une force supérieure pour une masse inférieure, mais manquent de résistance contre les armes thermiques.\n[c][00FF00]Appuyez sur RMB pour voir toutes les formes de blocs[-][/c]\n[c][FFFFFF][b]Résistance aux explosions :[/b][/c] +10%\n[b][c][66CCFF]Intégrité structurelle :[/b][-][/c] 14",,,,,,,,,,,,,,
Puncture,Suit Puncture,,Perforation du costume,,,,,,,,,,,,,,
igmEffectPuncture,[c][FF0000]Your suit's oxygen tank has been punctured![-][/c]\nAutomatic sealants are attempting to close the hole.,,[c][FF0000]Le réservoir d'oxygène de votre combinaison a été perforé ![-][/c]\nDes agents d'étanchéité automatiques tentent de fermer le trou.,,,,,,,,,,,,,,
SolarPanelBlocksT2,Advanced Solar Panels,,Panneaux solaires T2,,,,,,,,,,,,,,
SolarPanelSlopeT2,Advanced Solar Panel,,Panneau solaire incliné,,,,,,,,,,,,,,
SolarPanelSlope2T2,Advanced Solar Panel,,Panneau solaire incliné 2,,,,,,,,,,,,,,
SolarPanelSlope3T2,Advanced Solar Panel,,Panneau solaire incliné 3,,,,,,,,,,,,,,
SolarPanelHorizontalT2,Advanced Solar Panel,,Panneau solaire horizontal,,,,,,,,,,,,,,
SolarPanelHorizontal2T2,Advanced Solar Panel,,Panneau solaire horizontal 2,,,,,,,,,,,,,,
SolarPanelHorizontalMountT2,Advanced Solar Panel with Adapter,,Panneau solaire horizontal (avec adaptateur),,,,,,,,,,,,,,
SolarPanelHorizontalStandT2,Advanced Solar Panel with Stand,,Panneau solaire horizontal (avec support),,,,,,,,,,,,,,
bkiSolarPanelT2,"An ultra-sensitive solar panel with superior solar efficiency able to draw the maximum possible energy from sunlight, even refracted light to provided sustainable power.",,"Un panneau solaire ultra-sensible avec une efficacité solaire supérieure capable de tirer le maximum d'énergie possible de la lumière du soleil, même de la lumière réfractée pour fournir une énergie durable.",,,,,,,,,,,,,,
Superconductor,Superconductor,,Supraconducteur,,,,,,,,,,,,,,
RadiationShielding,Radiation Shielding,,Protection contre les rayonnements,,,,,,,,,,,,,,
SolarCell,Solar Cell,,Cellule photovoltaïque,,,,,,,,,,,,,,
ThrusterComponents,Thruster Components,,Composants du propulseur,,,,,,,,,,,,,,
Graphite,Graphite,,Graphite,,,,,,,,,,,,,,
Sulfur,Sulfur,,Soufre,,,,,,,,,,,,,,
PrefabHousing,Prefab Housing Modules,,Logement préfabriqué,,,,,,,,,,,,,,
ReactorCore,Reactor Core,,Noyau du réacteur,,,,,,,,,,,,,,
QuantumProcessor,[c][00FFAA]Quantum Processor,,[c][00FFAA]Processeur quantique,,,,,,,,,,,,,,
HeatExchanger,Heat Exchanger,,Échangeur de chaleur,,,,,,,,,,,,,,
Salt,Salt,,Sel,,,,,,,,,,,,,,
MiningEquipment,Mining Equipment,,Équipement de minage,,,,,,,,,,,,,,
HeliumBottle,Helium Bottle,,Bouteille d'hélium,,,,,,,,,,,,,,
NitrogenBottle,Nitrogen Bottle,,Bouteille d'azote,,,,,,,,,,,,,,
XenonBottle,Xenon Bottle,,Bouteille de xénon,,,,,,,,,,,,,,
CommunicationEquipment,Communication Equipment,,équipement de communication,,,,,,,,,,,,,,
itmSuperconductor,A coolant-lined superconducting cable made from a highly-refined Zascosium alloy mix designed to transfer power with zero transmission loss at the maximum possible speed.,,"Un câble supraconducteur gainé de liquide de refroidissement, fabriqué à partir d'un mélange d'alliages de Zascosium hautement raffinés, conçu pour transférer de l'énergie sans perte de transmission à la vitesse maximale possible.",,,,,,,,,,,,,,
itmRadiationShielding,A Sathium-reinforced composite plating comprised of several layers of different materials with varying radioactive modulus that's used on commercial warp drives and fusion reactors.,,"Un placage composite renforcé au sathium, composé de plusieurs couches de matériaux différents avec des modules radioactifs variables, utilisé sur les moteurs de distorsion commerciaux et les réacteurs à fusion.",,,,,,,,,,,,,,
itmSolarCell,A carbon-fluorine superfluid is sealed inside the microscopic pores of each cell that maximizes energy capture and attenuation.\nUsed in the production of high-quality solar panels and satellites.,,"Un superfluide carbone-fluor est scellé à l'intérieur des pores microscopiques de chaque cellule, ce qui maximise la capture et l'atténuation de l'énergie.\nUtilisé dans la production de panneaux solaires et de satellites de haute qualité.",,,,,,,,,,,,,,
itmThrusterComponents,Drive thruster components used in the production of engines on long-haul freighters and battleships that are subject to higher stresses than normal thrusters.,,Composants de propulseurs d'entraînement utilisés dans la production de moteurs sur les cargos long-courriers et les cuirassés qui sont soumis à des contraintes plus élevées que les propulseurs normaux.,,,,,,,,,,,,,,
itmGraphite,"A stable, crystalline form of carbon that possesses good conductive properties among others. It's both a precursor to industrial diamond production and the manufacturer of graphene nanofiber material in high-end electronics.",,Une forme stable et cristalline de carbone qui possède entre autres de bonnes propriétés conductrices. C'est à la fois un précurseur de la production industrielle de diamants et le fabricant de nanofibres de graphène dans l'électronique haut de gamme.,,,,,,,,,,,,,,
itmSulfur,"A common and vital element used in everything from explosives to medical ingredients.\nAlthough common, it is always in demand throughout the galactic market.",,"Un élément commun et vital utilisé dans tout, des explosifs aux ingrédients médicaux.\nBien que commun, il est toujours demandé sur tout le marché galactique.",,,,,,,,,,,,,,
itmPrefabHousing,"Flat-packed Prefab Housing modules commonly used in the wake of environmental disasters or during the construction period of outlying colonies.\nThey're not the most spacious or comfortable, but it's better than a tent.",,"Modules d'habitation préfabriqués à plat couramment utilisés à la suite de catastrophes environnementales ou pendant la période de construction de colonies périphériques.\nIls ne sont pas les plus spacieux ni les plus confortables, mais c'est mieux qu'une tente.",,,,,,,,,,,,,,
itmReactorCore,"The core module of a Fusion Reactor that contains not only the reaction chamber but the feed lines for the fuel, with enough shielding and coolant channels for use in compact generators.",,"Le module central d'un réacteur à fusion qui contient non seulement la chambre de réaction mais aussi les lignes d'alimentation du combustible, avec suffisamment de blindage et de canaux de refroidissement pour être utilisé dans des générateurs compacts.",,,,,,,,,,,,,,
itmQuantumProcessor,"Unknown electronic components that comprise the inner workings of quantum computers. The technology is formulated at the picoscopic level up, making it impossible to replicate or even understand.",,"Les composants électroniques inconnus qui composent le fonctionnement interne des ordinateurs quantiques. La technologie est formulée au niveau picoscopique supérieur, ce qui la rend impossible à reproduire ou même à comprendre.",,,,,,,,,,,,,,
itmHeatExchanger,An aluminium-palladium heat sink used to draw heat away from vital components and either disperse it or dump it into external coolant systems.,,Un dissipateur thermique en aluminium-palladium utilisé pour éloigner la chaleur des composants vitaux et la disperser ou l'évacuer dans des systèmes de refroidissement externes.,,,,,,,,,,,,,,
itmSalt,"An essential mineral used in everything from food to agriculture and numerous industrial applications.\nAlthough not particularly valuable, it is always in demand throughout the galactic market.",,"Un minéral essentiel utilisé dans tout, de l'alimentation à l'agriculture et dans de nombreuses applications industrielles.\nBien qu'il ne soit pas particulièrement précieux, il est toujours en demande sur tout le marché galactique.",,,,,,,,,,,,,,
itmMiningEquipment,"A packed and sealed case with standard equipment used by outlying colonies and mining rigs to extract resources from deep underground, beneath the bedrock layers.",,"Une valise conditionnée et scellée contenant l'équipement standard utilisé par les colonies périphériques et les plates-formes minières pour extraire les ressources du sous-sol profond, sous les couches rocheuses.",,,,,,,,,,,,,,
itmHeliumBottle,A pressurized bottle of compressed helium typically used as fuel for low-yield Fusion Reactors and some older model thrusters that require propellant.,,Une bouteille pressurisée d'hélium comprimé généralement utilisée comme combustible pour les réacteurs à fusion à faible rendement et certains propulseurs de modèle plus ancien qui nécessitent un propergol.,,,,,,,,,,,,,,
itmNitrogenBottle,"A pressurized bottle of liquid nitrogen, reinforced against the extreme cold of the fluid. It can be used to produce starship coolant and as a chemical agent in the use of fertilizers and explosives.",,"Une bouteille pressurisée d'azote liquide, renforcée contre le froid extrême du fluide. Il peut être utilisé pour produire du liquide de refroidissement pour vaisseau spatial et comme agent chimique dans l'utilisation d'engrais et d'explosifs.",,,,,,,,,,,,,,
itmXenonBottle,A pressurized bottle of compressed Xenon Gas used in laser production and precision machinery as well as several medical applications.,,Une bouteille pressurisée de gaz Xénon comprimé utilisée dans la production de laser et de machines de précision ainsi que dans plusieurs applications médicales.,,,,,,,,,,,,,,
itmCommunicationEquipment,A packed and sealed container of communication equipment used in the establishment of long-ranged communications with outlying colonies and deep space FTL coms.,,Un conteneur packagé et scellé d'équipement de communication utilisé dans l'établissement de communications à longue portée avec les colonies périphériques et les coms FTL de l'espace profond.,,,,,,,,,,,,,,
ScifiMine1,[c][FF0000]ZMX-404 Contact Detonator,,[c][FF0000]ZMX-404 Détonateur de contact,,,,,,,,,,,,,,
bkiLandMine,The ZMX-404 is in simpler terms: A landmine.\nThe construction is fundamentally similar to UCH munitions of the same class but contains an electronic safety that reacts only to zirax bio-signatures. This is renders the weapon useless if stolen since it cannot be repurposed easily.,,"Le ZMX-404 est en termes plus simples : Une mine terrestre. Sa construction est fondamentalement similaire aux munitions UCH de la même classe, mais elle contient une sécurité électronique qui ne réagit qu'aux bio-signatures des zirax. Cela rend l'arme inutile en cas de vol puisqu'elle ne peut pas être facilement réutilisée.",,,,,,,,,,,,,,
itmDataCommon,"Standard data extracted from a ""secure"" system that can be data-mined for sensitive information concerning civilian work orders, ship maintenance and economic data.\n\n[c][FFBB00]Can be sold to an Information Broker on some stations",,"Données standard extraites d'un système « sécurisé » pouvant être extraites des informations sensibles concernant les ordres de travail civils, la maintenance des navires et les données économiques.\n\n[c][FFBB00]Peut être vendu à un courtier en informations sur certaines stations",,,,,,,,,,,,,,
itmDataScience,"Scientific data extracted from a ""secure"" system that can be data-mined for sensitive information concerning biological, ecological and archaeological surveys.\n\n[c][FFBB00]Can be sold to an Information Broker on some stations",,"Données scientifiques extraites d'un système ""sécurisé"" pouvant être data-mining pour des informations sensibles concernant les études biologiques, écologiques et archéologiques.\n\n[c][FFBB00]Peut être vendu à un Information Broker sur certaines stations",,,,,,,,,,,,,,
itmDataExploration,"Exploration data extracted from a ""secure"" system that can be data-mined for sensitive information concerning astronomic, geological and atmospheric data.\n\n[c][FFBB00]Can be sold to an Information Broker on some stations",,"Données d'exploration extraites d'un système ""sécurisé"" qui peut être data-mining pour des informations sensibles concernant les données astronomiques, géologiques et atmosphériques.\n\n[c][FFBB00]Peut être vendu à un Information Broker sur certaines stations",,,,,,,,,,,,,,
itmDataSecurity,"Security data extracted from a ""secure"" system that can be data-mined for sensitive information concerning sector-specific warp and weapon signatures.\n\n[c][FFBB00]Can be sold to an Information Broker on some stations",,Données de sécurité extraites d'un système « sécurisé » qui peut être extrait pour des informations sensibles concernant les signatures de distorsion et d'armes spécifiques au secteur.\n\n[c][FFBB00]Peut être vendu à un courtier en informations sur certaines stations,,,,,,,,,,,,,,
itmDataMilitary,"Military data extracted from a ""secure"" system that can be data-mined for sensitive information concerning military maneuvers, troop movements and surveillance.\n\n[c][FFBB00]Can be sold to an Information Broker on some stations",,"Données militaires extraites d'un système ""sécurisé"" pouvant être data-minées pour des informations sensibles concernant les manœuvres militaires, les mouvements de troupes et la surveillance.\n\n[c][FFBB00]Peut être vendu à un Information Broker sur certaines stations",,,,,,,,,,,,,,
Parasaur02,Parasaur,,Parasaure,,,,,,,,,,,,,,
DetectorCVWeapon,Detector,,Détecteur,,,,,,,,,,,,,,
DetectorSVWeapon,Detector,,Détecteur,,,,,,,,,,,,,,
DetectorHVWeapon,Detector,,Détecteur,,,,,,,,,,,,,,
TurretMSBeamLaserBlocks,Positron Beam Turrets,,Tourelles à faisceau de positons,,,,,,,,,,,,,,
TurretMSBeamLaser,Positron Beam Turret,,Tourelles à faisceau de positons,,,,,,,,,,,,,,
TurretMSBeamLaserRetract,Retractable Positron Beam Turret,,Tourelles à faisceau de positons (rétractable),,,,,,,,,,,,,,
TurretBABeamLaserBlocks,Positron Beam Turrets,,Tourelles à faisceau de positons,,,,,,,,,,,,,,
TurretBABeamLaser,Positron Beam Turret,,Tourelles à faisceau de positons,,,,,,,,,,,,,,
TurretBABeamLaserRetract,Retractable Positron Beam Turret,,Tourelles à faisceau de positons (rétractable),,,,,,,,,,,,,,
TurretGVBeamLaserBlocks,Positron Beam Turrets,,Tourelles à faisceau de positons,,,,,,,,,,,,,,
TurretGVBeamLaser,Positron Beam Turret,,Tourelles à faisceau de positons,,,,,,,,,,,,,,
TurretGVBeamLaserRetract,Retractable Positron Beam Turret,,Tourelles à faisceau de positons (rétractable),,,,,,,,,,,,,,
TurretZiraxBeamLaser,Imperial Particle Beam Cannon,,Canon à particules impérial,,,,,,,,,,,,,,
TurretZiraxBeamLaser,Imperial Particle Beam Cannon,,Canon à particules impérial,,,,,,,,,,,,,,
TurretZiraxBeamLaserT2,Imperial Heavy Particle Beam Cannon,,Canon à particules impérial T2,,,,,,,,,,,,,,
bkiGroupBeamT1,[c][66CCFF]Block Group[-][/c]: RMB to Access\nPositron Beam Turret: Large Heat Sink\n[c][FFBB00]Lightspeed Directed Energy Weapon: Medium Damage vs Energy Shields[-][/c],,[c][66CCFF]Groupe de blocs[-][/c]: RMB pour accéder\nTourelle à faisceau de positons: grand dissipateur de chaleur\n[c][FFBB00]Arme à énergie dirigée par la vitesse de la lumière : dégâts moyens contre boucliers énergétiques,,,,,,,,,,,,,,
bkiTurretBeam,A directed energy weapon that utilizes a chemical laser fired through a Pentaxium lens to produce a coherent stream of Positrons moving at light speed that annihilates electron bonds.\n[c][FFBB00]Medium Damage vs Energy Shields,,Une arme à énergie dirigée qui utilise un laser chimique tiré à travers une lentille Pentaxium pour produire un flux cohérent de positons se déplaçant à la vitesse de la lumière qui annihile les liaisons électroniques.\n[c][FFBB00]Dégâts moyens vs boucliers énergétiques,,,,,,,,,,,,,,
WeaponMS04,Positron Beam Cannon,,Canon à faisceau de positons,,,,,,,,,,,,,,
ParticleBeamMSWeapon,Positron Cannon,,Canon à faisceau de positons,,,,,,,,,,,,,,
HeatSinkLarge,[c][FFF300]Large Heat Sink[-][/c],,[c][FFF300]Grand dissipateur de chaleur,,,,,,,,,,,,,,
HeatSinkSmall,[c][00FF00]Small Heat Sink[-][/c],,[c][00FF00]Petit dissipateur de chaleur,,,,,,,,,,,,,,
itmHeatSink,A disposable thermal cell that stores heat from high-output devices until it reaches maximum capacity and is ejected safely.,,Une cellule thermique jetable qui stocke la chaleur des appareils à haut rendement jusqu'à ce qu'elle atteigne sa capacité maximale et soit éjectée en toute sécurité.,,,,,,,,,,,,,,
ZiraxBeamRifle,[c][FF0000]Zirax Particle Beam Rifle[-][/c],,[c][FF0000]Fusil à particules Zirax,,,,,,,,,,,,,,
itmZiraxBeamRifle,A special-issue zirax particle beam rifle. It possesses two firing modes that each fire a stream of plasma at the target at relative speeds.\nHeat build-up will eventually render the weapon inoperable.,,Un fusil à faisceau de particules en zirax en édition spéciale. Il possède deux modes de tir qui tirent chacun un jet de plasma sur la cible à des vitesses relatives.\nL'accumulation de chaleur finira par rendre l'arme inutilisable.,,,,,,,,,,,,,,
ShieldGeneratorPOISmall,[c][FF0000]Alien Shield Generator[-][/c],,Générateur de bouclier extraterrestre,,,,,,,,,,,,,,
ShieldCapacitorPOI,Large Capacitor,,Grand condensateur,,,,,,,,,,,,,,
ShieldCapacitorLarge,Large Shield Capacitor,,Grand Bouclier Condensateur,,,,,,,,,,,,,,
ShieldChargerLarge,Large Shield Charger,,Chargeur grand bouclier,,,,,,,,,,,,,,
ShieldCapacitorSmall,Small Shield Capacitor,,Petit Bouclier Condensateur,,,,,,,,,,,,,,
ShieldChargerSmall,Small Shield Charger,,Petit Bouclier Chargeur,,,,,,,,,,,,,,
bkiShieldCapacitor,A secondary capacitor dedicated to supplying reserve energy to a shield generator; increasing shield strength at the cost of shield charge speed.,,Un condensateur secondaire dédié à la fourniture d'énergie de réserve à un générateur de bouclier ; augmenter la force du bouclier au détriment de la vitesse de charge du bouclier.,,,,,,,,,,,,,,
