KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_88W4Ka8,<b><color=#ff0000>Hacking Software: Spam</color></b> <color=#ffee00>(</color><color=#ffee00>Stalls </color><color=#ffee00>Security Capture Rate by 10%</color><color=#ffee00>)</color>,,<b><color=#ff0000>Logiciel de piratage : spam</color></b> <color=#ffee00>(</color><color=#ffee00>Bloque </color><color=#ffee00>Sécurité Taux de capture de 10%</color><color=#ffee00>)</color>,,,,,,,,,,,,,,
dialogue_8meOhua,<b><color=#6bd600>Hacking Software: Overclock</color></b> <color=#ffee00>(Increases User Capture Rate by 20%)</color>,,<b><color=#6bd600>Logiciel de piratage : overclocker</color></b> <color=#ffee00>(augmente le taux de capture d'utilisateurs de 20%)</color>,,,,,,,,,,,,,,
dialogue_K8e40dS,<b><color=#2eafff>Hacking Software: Fortify</color></b> <color=#ffee00>(Reduces Security Capture Rate by 20%)</color>,,<b><color=#2eafff>Logiciel de piratage : Fortify</color></b> <color=#ffee00>(réduit le taux de capture de sécurité de 20%)</color>,,,,,,,,,,,,,,
dialogue_CsIqbK5,"<b><color=#2eafff>< Data Node Captured ></color></b>@w4 \n<b><color=#ffffff>< 5 Nodes are available ></color></b>@w3 \n<b><color=#ff0000>INTRUSION DETECTED !!</color></b>@p5\n<b><color=#ffae00>[ System-Security OSv4.2-AV81-0001 ]</color></b>\n<color=#ffffff>< Running diagnostics ></color>@w2 \n<color=#ff0000><b>< Threat detected in system ></b></color>@w2 \n<color=#ffee00>< Capturing Nodes 1-12 ></color>@w2\n<color=#ffae00>< Tracing Intrusion Route ></color>@w1\n<color=#ffffff>struct group_info *init_groups = .usage = ATOMICinit*2 </color>@w1\n<color=#ff4d94>struct group_info *groups_alloc/int get gridsizeset</color>\n<color=#00ffee>set strcharinfo1, 5*group_info</color>\n<color=#2eafff>int nblocks</color>\n<color=#6bd600>int structblocks=0</color>\n<color=#ffffff>nblocks=get.gridsize + NGROUPS_PER_BLOCK -1 / GetCaptureRate</color>\n<color=#ffae00>get NodeFiles < Core-1/C-Drive/Drivers/255431 - 27708 ></color>\n<color=#ffffff>compare .../Drivers/255430 to logs/Drivers</color>\n<color=#bdbdbd>get NodeFiles results = match</color>\n<color=#ff5c5c>capture NodeFiles C-Drive/Drivers/... </color>@w1\n<color=#ff5c5c>capturing .../Drivers/255431</color> @w1\n<color=#ffee00>verifying 255431</color>@w1\n<color=#ff5c5c>capturing .../Drivers/255442</color> @w1\n<color=#ffee00>verifying 255442</color>\n<color=#ff5c5c>capturing .../Drivers/255453</color>\n<color=#ffee00>verifying 255453</color>\n<color=#ff5c5c>capturing .../Drivers/255464</color>\n<color=#ffee00>verifying 255464</color>\n<color=#ff5c5c>capturing .../Drivers/255475</color>\n<color=#ffee00>verifying 255475</color>\n<color=#ff5c5c>capturing .../Drivers/255486</color>\n<color=#ffee00>verifying 255486</color>\n<color=#ff5c5c>capturing .../Drivers/255497</color>\n<color=#ffee00>verifying 255497</color>\n<color=#ff5c5c>capturing .../Drivers/255508</color>\n<color=#ffee00>verifying 255508</color>\n<color=#ffee00>< locating source of intrusion ></color>@p3\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00>{SecurityCapture}% </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>",,"<b><color=#2eafff>< Noeud de données capturé ></color></b>@w4 \n<b><color=#ffffff>< 5 noeuds sont disponibles ></color></b>@w3 \n<b><color=#ff0000>INTRUSION DÉTECTÉE !!</color></b>@p5\n<b><color=#ffae00>[ Système-Sécurité OSv4.2-AV81-0001 ]</color></b>\n<color=#ffffff>< Exécution des diagnostics ></color>@w2 \n<color=#ff0000><b>< Menace détectée dans le système ></b></color> @w2 \n<color=#ffee00>< Capture des noeuds 1 à 12 ></color>@w2\n<color=#ffae00>< Traçage de la route d'intrusion ></color>@w1\n<color=#ffffff> struct group_info *init_groups = .usage = ATOMICinit*2 </color>@w1\n<color=#ff4d94>struct group_info *groups_alloc/int get gridsizeset</color>\n<color=#00ffee>set strcharinfo1, 5*group_info</color>\n<color=#2eafff>int nblocks</color>\n<color=#6bd600>int structblocks=0</color>\n<color=#ffffff>nblocks=get.gridsize + NGROUPS_PER_BLOCK -1 / GetCaptureRate</color>\n<color=#ffae00>obtenir NodeFiles < Core-1/C-Drive/Drivers/255431 - 27708 ></color>\n<color=#ffffff>comparer .../Drivers/255430 aux journaux/Drivers</color>\n<color=#bdbdbd>obtenir les résultats NodeFiles = match</color>\n<color=#ff5c5c>capturer NodeFiles C- Drive/Drivers/... </color>@w1\n<color=#ff5c5c>capture .../Drivers/255431</color> @w1\n<color=#ffee00>vérification 255431</color>@w1\n<color=#ff5c5c>capture .../Drivers/255442</color> @w1\n<color=#ffee00>vérification 255442</color>\n<color=#ff5c5c>capture .../Drivers/255453</color>\n<color=#ffee00>vérification 255453</color>\n<color=#ff5c5c>capture .../Drivers/255464</color>\n<color=#ffee00>vérification 255464</color>\n<color=#ff5c5c>capture .../Drivers/255475</color>\n<color=#ffee00>vérification 255475</color>\n<color=#ff5c5c>capture .../Drivers/255486</color>\n<color=#ffee00>vérification 255486</color>\n<color=#ff5c5c>capture .../Drivers/255497</color>\n <color=#ffee00>vérification 255497</color>\n<color=#ff5c5c>capture .../Drivers/255508</color>\n<color=#ffee00>vérification 255508</color>\n<color=#ffee00>< localisation de la source d'intrusion ></color>@p3\n<b><color=#ff0000>< Taux de capture de sécurité :</color></b> <color=#ffae00>{SecurityCapture}% </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< Taux de capture utilisateur :</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>",,,,,,,,,,,,,,
dialogue_WWeWKeG,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-09/Liberty/SATCOM/Code0451 </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-2]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-09/Liberty/SATCOM/Code0451 </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-2]</color></b>,,,,,,,,,,,,,,
dialogue_mi0GuW0,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core3/B-Drive/Programs/WorldTrigger.exe </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core3/B-Drive/Programs/WorldTrigger.exe </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,,,,,,,,,,,,,
dialogue_A0e4See,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-09/Power/NJammerC/GAT-x131 </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-09/Power/NJammerC/GAT-x131 </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,,,,,,,,,,,,,
dialogue_CCGF3aa,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core3/B-Drive/Programs/VEvergarden.exe </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-2]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core3/B-Drive/Programs/VEvergarden.exe </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-2]</color></b>,,,,,,,,,,,,,,
dialogue_SKaaaAV,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-09/</color><color=#ffffff>SavedFiles/PS1998/BAG/ChemicalLove.ogg </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-09/</color><color=#ffffff>SavedFiles/PS1998/BAG/ChemicalLove.ogg </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,,,,,,,,,,,,,
dialogue_O8KieCO,<b><color=#ff0000>Capture Datavault:</color></b> <color=#ffffff>Core3/Storage/Banking/Directory </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-0]</color><color=#dd0000>[S-?]</color></b>,,<b><color=#ff0000>Capture Datavault:</color></b> <color=#ffffff>Core3/Storage/Banking/Directory </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-0]</color><color=#dd0000>[S-?]</color></b>,,,,,,,,,,,,,,
dialogue_8rmK4Wq,<b><color=#ff0000>CONNECTION TERMINATED</color></b>,,<b><color=#ff0000>CONNEXION TERMINÉE</color></b>,,,,,,,,,,,,,,
dialogue_lOa80Oa,<b><color=#6bd600>Capture Core System </color><color=#ffffff>(100% Capture)</color></b>,,<b><color=#6bd600>Système central de capture </color><color=#ffffff>(100% de capture)</color></b>,,,,,,,,,,,,,,
dialogue_GeWeCKK,<b><color=#ff0000>Hacking Software: Spam</color></b> <color=#ffee00>(</color><color=#ffee00>Stalls </color><color=#ffee00>Security Capture Rate by 10%</color><color=#ffee00>)</color>,,<b><color=#ff0000>Logiciel de piratage : spam</color></b> <color=#ffee00>(</color><color=#ffee00>Bloque </color><color=#ffee00>Sécurité Taux de capture de 10%</color><color=#ffee00>)</color>,,,,,,,,,,,,,,
dialogue_0SNWG0W,<b><color=#6bd600>Hacking Software: Overclock</color></b> <color=#ffee00>(Increases User Capture Rate by 20%)</color>,,<b><color=#6bd600>Logiciel de piratage : overclocker</color></b> <color=#ffee00>(augmente le taux de capture d'utilisateurs de 20%)</color>,,,,,,,,,,,,,,
dialogue_0uiiHOG,<b><color=#2eafff>Hacking Software: Fortify</color></b> <color=#ffee00>(Reduces Security Capture Rate by 20%)</color>,,<b><color=#2eafff>Logiciel de piratage : Fortify</color></b> <color=#ffee00>(réduit le taux de capture de sécurité de 20%)</color>,,,,,,,,,,,,,,
dialogue_uWTq4Gu,"<b><color=#ffffff>Running external executable</color></b>@w2 \n<b><color=#ffee00>< processes: 7,270 ></color></b>@w2\n<b><color=#6bd600>< active: 4,838 ></color></b>@w1 \n<b><color=#ff0000>< stalled: 2,173 ></color></b>@w1 \n<b><color=#ffae00>< pending: 159 ></color></b>@w1\n<b><color=#00ffee>< capturing adjacent nodes ></color></b>@w2 \n<color=#ff4d94>struct group_info *groups_alloc/int get gridsizeset</color>\n<color=#00ffee>set strcharinfo1, 3*group_info</color>\n<color=#2eafff>int nblocks</color>\n<color=#6bd600>int structblocks=0</color>\n<color=#ffffff>nblocks=get.gridsize + NGROUPS_PER_BLOCK -1 / GetCaptureRate</color>\n<color=#ffae00>get NodeFiles < Core3/Stack-20/System/Slot01 - Slot99 ></color>\n<color=#00ffee>capture NodeFiles > Closest > Identify/Seize/Fortify</color>\n<color=#ff4d94>Identifying Core3/Stack-20/System...</color>\n<color=#6bd600>capture ...Core/Stack/Directory</color>\n<color=#ffee00>fortifying ...Core/Stack/Directory</color>\n<color=#6bd600>capture ...Core/Stack/Node</color>\n<color=#ffee00>fortifying ...Core/Stack/Node</color>@w2\n<b><color=#ff5c5c>< Reallocating Security System ></color></b>@w1\n<b><color=#ff0000>< Tracing Intrusion Route ></color></b>@w1 \n<color=#ffffff>search NodeFiles < Core1/Stack-12/Common/Files-ALL ></color>\n<color=#ffee00>Identifying edited files</color>\n<b><color=#ff0000>< WARN ! Unregistered processes detected ></color></b>\n<b><color=#ffae00>< 361 files compromised ></color></b>\n<color=#ff0000>capture ...Core/Stack/Common</color>\n<color=#ff5c5c>verifying Common/010\nverifying Common/020\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/030\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/040\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/050\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/060\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/070\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/080</color>\n<color=#ff5c5c>verifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/090</color>\n<b><color=#ffffff>< Restoring nodes from backup ></color></b>@p4\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00>{SecurityCapture}% </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>",,"<b><color=#ffffff>Running external executable</color></b>@w2 \n<b><color=#ffee00>< processes: 7,270 ></color></b>@w2\n<b><color=#6bd600>< active: 4,838 ></color></b>@w1 \n<b><color=#ff0000>< stalled: 2,173 ></color></b>@w1 \n<b><color=#ffae00>< pending: 159 ></color></b>@w1\n<b><color=#00ffee>< capturing adjacent nodes ></color></b>@w2 \n<color=#ff4d94>struct group_info *groups_alloc/int get gridsizeset</color>\n<color=#00ffee>set strcharinfo1, 3*group_info</color>\n<color=#2eafff>int nblocks</color>\n<color=#6bd600>int structblocks=0</color>\n<color=#ffffff>nblocks=get.gridsize + NGROUPS_PER_BLOCK -1 / GetCaptureRate</color>\n<color=#ffae00>get NodeFiles < Core3/Stack-20/System/Slot01 - Slot99 ></color>\n<color=#00ffee>capture NodeFiles > Closest > Identify/Seize/Fortify</color>\n<color=#ff4d94>Identifying Core3/Stack-20/System...</color>\n<color=#6bd600>capture ...Core/Stack/Directory</color>\n<color=#ffee00>fortifying ...Core/Stack/Directory</color>\n<color=#6bd600>capture ...Core/Stack/Node</color>\n<color=#ffee00>fortifying ...Core/Stack/Node</color>@w2\n<b><color=#ff5c5c>< Reallocating Security System ></color></b>@w1\n<b><color=#ff0000>< Tracing Intrusion Route ></color></b>@w1 \n<color=#ffffff>search NodeFiles < Core1/Stack-12/Common/Files-ALL ></color>\n<color=#ffee00>Identifying edited files</color>\n<b><color=#ff0000>< WARN ! Unregistered processes detected ></color></b>\n<b><color=#ffae00>< 361 files compromised ></color></b>\n<color=#ff0000>capture ...Core/Stack/Common</color>\n<color=#ff5c5c>verifying Common/010\nverifying Common/020\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/030\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/040\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/050\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/060\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/070\nverifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/080</color>\n<color=#ff5c5c>verifying </color><color=#ff5c5c>Common</color><color=#ff5c5c>/090</color>\n<b><color=#ffffff>< Restoring nodes from backup ></color></b>@p4\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00>{SecurityCapture}% </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>",,,,,,,,,,,,,,
dialogue_uikCWWO,"<b><color=#ffffff>Running external executable</color></b>@w2\n<b><color=#ffee00>< processes: 9,155 ></color></b>@w2\n<b><color=#6bd600>< active: 5,427 ></color></b>@w1\n<b><color=#ff0000>< stalled: 3,336 ></color></b>@w1\n<b><color=#ffae00>< pending: 402 ></color></b>@w1\n<b><color=#00ffee>< capturing adjacent nodes ></color></b>@w2\n<color=#ff4d94>struct group_info *groups_alloc/int get gridsizeset</color>\n<color=#00ffee>set strcharinfo1, 3*group_info</color>\n<color=#2eafff>int nblocks</color>\n<color=#6bd600>int structblocks=0</color>\n<color=#ffffff>nblocks=get.gridsize + NGROUPS_PER_BLOCK -1 / GetCaptureRate</color>\n<color=#ffae00>get NodeFiles < Core2/Stack-24/Configs/ECF001 - CSV220 ></color>\n<color=#00ffee>capture NodeFiles > Closest > Identify/Seize/Fortify</color>\n<color=#ff4d94>Identifying Core2/Stack-24/Configs...</color>\n<color=#6bd600>capture ...Core/Stack/Directory</color>\n<color=#ffee00>fortifying ...Core/Stack/Directory</color>\n<color=#6bd600>capture ...Core/Stack/Node</color>\n<color=#ffee00>fortifying ...Core/Stack/Node</color>@w2\n<b><color=#ff5c5c>< Reallocating Security System ></color></b>@w1\n<b><color=#ff0000>< Tracing Intrusion Route ></color></b>@w1\n<color=#ffffff>search NodeFiles < Core3/Stack-20/Programs/Files-ALL ></color>\n<color=#ffee00>Identifying edited files</color>\n<b><color=#ff0000>< WARN ! Unregistered processes detected ></color></b>\n<b><color=#ffae00>< 527 files compromised ></color></b>\n<color=#ff0000>capture ...Core/Stack/Programs</color>\n<color=#ff5c5c>verifying Directory/100\nverifying Co-Node/100\nverifying </color><color=#ff5c5c>Directory</color><color=#ff5c5c>/200\nverifying </color><color=#ff5c5c>Co-Node</color><color=#ff5c5c>/200\nverifying </color><color=#ff5c5c>Directory</color><color=#ff5c5c>/300\nverifying </color><color=#ff5c5c>Co-Node</color><color=#ff5c5c>/300\nverifying </color><color=#ff5c5c>Directory</color><color=#ff5c5c>/400\nverifying </color><color=#ff5c5c>Co-Node</color><color=#ff5c5c>/400\nverifying </color><color=#ff5c5c>Directory</color><color=#ff5c5c>/500</color>\n<b><color=#ffffff>< Restoring nodes from backup ></color></b>@p4\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00>{SecurityCapture}% </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>",,"<b><color=#ffffff>Exécution d'un exécutable externe</color></b>@w2\n<b><color=#ffee00>< processus: 9,155 ></color></b>@w2\n<b><color=#6bd600>< active: 5,427 ></color></b>@w1\n<b><color=#ff0000>< bloqué: 3,336 ></color></b>@w1\n<b><color=#ffae00>< en attente: 402 ></color></b>@w1\n<b><color=#00ffee>< capturer les noeuds adjacents ></color></b>@w2\n<color=#ff4d94>struct group_info *groups_alloc/int get gridsizeset</color>\n<color=#00ffee>set strcharinfo1, 3*group_info</color>\n<color=#2eafff>int nblocks</color>\n<color=#6bd600>int structblocks=0</color>\n<color=#ffffff>nblocks=get. gridsize + NGROUPS_PER_BLOCK -1 / GetCaptureRate</color>\n<color=#ffae00>get NodeFiles < Core2/Stack-24/Configs/ECF001 - CSV220 ></color>\n<color=#00ffee>capture NodeFiles > Closest > Identify/Seize/Fortify</color>\n<color=#ff4d94>Identifying Core2/Stack-24/Configs. ..</color>\n<color=#6bd600>capture ...Core/Stack/Directory</color>\n<color=#ffee00>enrichissant ...Core/Stack/Directory</color>\n<color=#6bd600>capture ...Core/Stack/Node</color>\n<color=#ffee00>enrichissant ... Core/Stack/Node</color>@w2\n<b><color=#ff5c5c>< Réaffectation du système de sécurité ></color></b>@w1\n<b><color=#ff0000>< Tracer la route de l'intrusion ></color></b>@w1\n<color=#ffffff>recherche de NodeFiles < Core3/Stack- 20/Programs/Files-ALL ></color>\n<color=#ffee00>Identification des fichiers édités</color>\n<b><color=#ff0000>< ATTENTION ! Processus non enregistrés détectés ></color></b>\n<b><color=#ffae00>< 527 fichiers compromis ></color></b>\n<color=#ff0000>capture ... Core/Stack/Programs</color>\n<color=#ff5c5c>verifying Directory/100\nverifying Co-Node/100\nverifying </color><color=#ff5c5c>Directory</color><color=#ff5c5c>/200\nverifying </color><color=#ff5c5c>Co- Node</color><color=#ff5c5c>/200\nverifying </color><color=#ff5c5c>Directory</color><color=#ff5c5c>/300\nverifying </color><color=#ff5c5c>Co- Node</color><color=#ff5c5c>/300\nverifying </color><color=#ff5c5c>Directory</color><color=#ff5c5c>/400\nverifying </color><color=#ff5c5c>Co- Node</color><color=#ff5c5c>/400\nverifying </color><color=#ff5c5c>Directory</color><color=#ff5c5c>/500</color>\n<b><color=#ffffff>< Restauration de noeuds à partir d'une sauvegarde ></color></b>@p4\n<b><color=#ff0000>< Taux de capture de sécurité: </color></b> <color=#ffae00>{SecurityCapture}% </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< Taux de capture des utilisateurs:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>",,,,,,,,,,,,,,
dialogue_SuDaSWS,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-12/Pressurization/E1M4/IDKFA </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-2]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-12/Pressurization/E1M4/IDKFA </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-2]</color></b>,,,,,,,,,,,,,,
dialogue_mGq8C4G,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core4/C-Drive/Tools/M3-Predator.SPR </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core4/C-Drive/Tools/M3-Predator.SPR </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,,,,,,,,,,,,,
dialogue_KZaC0KO,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-12/Equipment/Armor/Kassa-Fabrication.ME3 </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-12/Equipment/Armor/Kassa-Fabrication.ME3 </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-3]</color><color=#dd0000>[S-3]</color></b>,,,,,,,,,,,,,,
dialogue_8amuC1i,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core4/C-Drive/Artifacts/OrbNegation.itm </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-2]</color><color=#dd0000>[S-3]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core4/C-Drive/Artifacts/OrbNegation.itm </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-2]</color><color=#dd0000>[S-3]</color></b>,,,,,,,,,,,,,,
dialogue_0KmaK4l,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-12/Videos/TNG-E102.mp4 </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-2]</color><color=#dd0000>[S-2]</color></b>,,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Stack-12/Videos/TNG-E102.mp4 </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-2]</color><color=#dd0000>[S-2]</color></b>,,,,,,,,,,,,,,
dialogue_OKnemGC,<b><color=#ff0000>Capture Datavault:</color></b> <color=#ffffff>Core4/Storage/Technical/SkillPoints.exe </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-0]</color><color=#dd0000>[S-?]</color></b>,,<b><color=#ff0000>Capture Datavault:</color></b> <color=#ffffff>Core4/Storage/Technical/SkillPoints.exe </color><color=#ffffff></color><color=#ffffff></color><b><color=#ffbb00>[D-0]</color><color=#dd0000>[S-?]</color></b>,,,,,,,,,,,,,,
dialogue_uiaqKei,<b><color=#ff0000>CONNECTION TERMINATED</color></b>,,<b><color=#ff0000>CONNEXION TERMINÉE</color></b>,,,,,,,,,,,,,,
dialogue_C0CiIeO,<b><color=#6bd600>Capture Core System </color><color=#ffffff>(100% Capture)</color></b>,,<b><color=#6bd600>Système central de capture </color><color=#ffffff>(100% de capture)</color></b>,,,,,,,,,,,,,,
dialogue_iSWKeai,<b><color=#ff0000>Hacking Software: Spam</color></b> <color=#ffee00>(Stalls Security Capture by 10%)</color>,,<b><color=#ff0000>Logiciel de piratage : spam</color></b> <color=#ffee00>(bloque la capture de sécurité de 10%)</color>,,,,,,,,,,,,,,
dialogue_kW9GaPi,<b><color=#6bd600>Hacking Software: Overclock</color></b> <color=#ffee00>(Increases User Capture Rate by 20%)</color>,,<b><color=#6bd600>Logiciel de piratage : overclocker</color></b> <color=#ffee00>(augmente le taux de capture d'utilisateurs de 20%)</color>,,,,,,,,,,,,,,
dialogue_ueCtCSK,<b><color=#2eafff>Hacking Software: Fortify</color></b> <color=#ffee00>(Reduces Security Capture Rate by 20%)</color>,,<b><color=#2eafff>Logiciel de piratage : Fortify</color></b> <color=#ffee00>(réduit le taux de capture de sécurité de 20%)</color>,,,,,,,,,,,,,,
